// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<0556> ホモ太

//<0557> ひなチン
<0557> ひなチン

//<0558> 秀樹
<0558> 秀樹

//<0559> 男子生徒
<0559> 男子生徒

//<0560> ？？
<0560> ？？

//<0561> 「だから,朝定食の食券はなかなかにレアなんだ.今日は幸運だった,それだけだぜ」
<0561> 「That's why breakfast sets are pretty rare. I was lucky today, that's all.」

//<0562> 確かに筋は通っている.
<0562> Certainly, his logic makes sense.

//<0563> それに俺は奢ってもらう身だ,文句は言いづらい…
<0563> Also, he's the one treating me. I shouldn't complain…

//<0564> 朝からトンカツはどうかと思ったが,食べてみると,美味いと感じた.
<0564> I was worried about eating a cutlet from the morning, but when I tried it, it was delicious.

//<0565> Otonashi
<0565> Otonashi

//<0566> クソ坊主
<0566> クソ坊主

//<0567> 代理人
<0567> 代理人

//<0568> 微妙すぎるイケメン
<0568> 微妙すぎるイケメン

//<0569> ロリコン
<0569> ロリコン

//<0570> メガネ仲間
<0570> メガネ仲間

//<0571> 暗算日本記録保持者
<0571> 暗算日本記録保持者

//<0572> 通り魔
<0572> 通り魔

//<0573> 記憶ナシ男
<0573> 記憶ナシ男

//<0574> 音速
<0574> 音速

//<0575> 無限
<0575> 無限

//<0576> エロ侍
<0576> エロ侍

//<0577> エロエロ団ナンバー１
<0577> エロエロ団ナンバー１

//<0578> ただのエロ少年
<0578> ただのエロ少年

//<0579> ユリブサイク
<0579> ユリブサイク

//<0580> ドピュッシー
<0580> ドピュッシー

//<0581> アメリカンエロドッグ
<0581> アメリカンエロドッグ

//<0582> ゼウス
<0582> ゼウス

//<0583> HinatamarkⅡ
<0583> HinatamarkⅡ

//<0584> 糞虫
<0584> 糞虫

//<0585> 量産型Hinata
<0585> 量産型Hinata

//<0586> ？？
<0586> ？？

//<0587> (なんだこの,衣のサクサク感は…!)
<0587> (This is so crispy…!)

//<0588> 記憶はないが,俺が通っていた学校の学食は,とてもここまでのクオリティではなかっただろう.
<0588> Although I have no memories, I was certain that quality-wise, this cafeteria was the best.

//<0589> Otonashi
<0589> Otonashi

//<0590> クソ坊主
<0590> クソ坊主

//<0591> 代理人
<0591> 代理人

//<0592> 微妙すぎるイケメン
<0592> 微妙すぎるイケメン

//<0593> ロリコン
<0593> ロリコン

//<0594> メガネ仲間
<0594> メガネ仲間

//<0595> 暗算日本記録保持者
<0595> 暗算日本記録保持者

//<0596> 通り魔
<0596> 通り魔

//<0597> 記憶ナシ男
<0597> 記憶ナシ男

//<0598> 音速
<0598> 音速

//<0599> 無限
<0599> 無限

//<0600> エロ侍
<0600> エロ侍

//<0601> エロエロ団ナンバー１
<0601> エロエロ団ナンバー１

//<0602> ただのエロ少年
<0602> ただのエロ少年

//<0603> ユリブサイク
<0603> ユリブサイク

//<0604> ドピュッシー
<0604> ドピュッシー

//<0605> アメリカンエロドッグ
<0605> アメリカンエロドッグ

//<0606> ゼウス
<0606> ゼウス

//<0607> HinatamarkⅡ
<0607> HinatamarkⅡ

//<0608> 糞虫
<0608> 糞虫

//<0609> 量産型Hinata
<0609> 量産型Hinata

//<0610> ？？
<0610> ？？

//<0611> 「で,どういうルーチンで動いてるんだ,戦線は」
<0611> 「So, what kind of routine does the battlefront have?」

//<0612> nothing
<0612> nothing

//<0613> nothing
<0613> nothing

//<0614> nothing
<0614> nothing

//<0615> nothing
<0615> nothing

//<0616> nothing
<0616> nothing

//<0617> Hinata
<0617> Hinata

//<0618> 男B
<0618> 男B

//<0619> エロエロ団総帥
<0619> エロエロ団総帥

//<0620> イケチン
<0620> イケチン

//<0621> ホモ太
<0621> ホモ太

//<0622> ひなチン
<0622> ひなチン

//<0623> 秀樹
<0623> 秀樹

//<0624> 男子生徒
<0624> 男子生徒

//<0625> ？？
<0625> ？？

//<0626> 「特には.結構自由だぜ?」
<0626> 「Not much. We're pretty free.」

//<0627> Hinataの返答は,あっさりとしたものだった.
<0627> Hinata's response was as simple as it could be.

//<0628> nothing
<0628> nothing

//<0629> nothing
<0629> nothing

//<0630> nothing
<0630> nothing

//<0631> nothing
<0631> nothing

//<0632> nothing
<0632> nothing

//<0633> Hinata
<0633> Hinata

//<0634> 男B
<0634> 男B

//<0635> エロエロ団総帥
<0635> エロエロ団総帥

//<0636> イケチン
<0636> イケチン

//<0637> ホモ太
<0637> ホモ太

//<0638> ひなチン
<0638> ひなチン

//<0639> 秀樹
<0639> 秀樹

//<0640> 男子生徒
<0640> 男子生徒

//<0641> ？？
<0641> ？？

//<0642> 「幹部は毎日,夕方の１７時に本部に集合すれば,それだけでいい」
<0642> 「Officers just need to report to the HQ by 5PM everyday.」

//<0643> nothing
<0643> nothing

//<0644> nothing
<0644> nothing

//<0645> nothing
<0645> nothing

//<0646> nothing
<0646> nothing

//<0647> nothing
<0647> nothing

//<0648> Hinata
<0648> Hinata

//<0649> 男B
<0649> 男B

//<0650> エロエロ団総帥
<0650> エロエロ団総帥

//<0651> イケチン
<0651> イケチン

//<0652> ホモ太
<0652> ホモ太

//<0653> ひなチン
<0653> ひなチン

//<0654> 秀樹
<0654> 秀樹

//<0655> 男子生徒
<0655> 男子生徒

//<0656> ？？
<0656> ？？

//<0657> 「突発的にYurippeからオペレーションを実行するために本部に呼び出されるが,それ以外は日々の訓練さえ怠らなければいい」
<0657> 「Unless Yurippe calls for a sudden operation, the only thing to remember is to train everyday.」

//<0658> nothing
<0658> nothing

//<0659> nothing
<0659> nothing

//<0660> nothing
<0660> nothing

//<0661> nothing
<0661> nothing

//<0662> nothing
<0662> nothing

//<0663> nothing
<0663> nothing

//<0664> 日々の訓練,との言葉に,俺はふと違和感を覚えた.
<0664> From the daily training, I suddenly felt that something was out of place.

//<0665> Otonashi
<0665> Otonashi

//<0666> クソ坊主
<0666> クソ坊主

//<0667> 代理人
<0667> 代理人

//<0668> 微妙すぎるイケメン
<0668> 微妙すぎるイケメン

//<0669> ロリコン
<0669> ロリコン

//<0670> メガネ仲間
<0670> メガネ仲間

//<0671> 暗算日本記録保持者
<0671> 暗算日本記録保持者

//<0672> 通り魔
<0672> 通り魔

//<0673> 記憶ナシ男
<0673> 記憶ナシ男

//<0674> 音速
<0674> 音速

//<0675> 無限
<0675> 無限

//<0676> エロ侍
<0676> エロ侍

//<0677> エロエロ団ナンバー１
<0677> エロエロ団ナンバー１

//<0678> ただのエロ少年
<0678> ただのエロ少年

//<0679> ユリブサイク
<0679> ユリブサイク

//<0680> ドピュッシー
<0680> ドピュッシー

//<0681> アメリカンエロドッグ
<0681> アメリカンエロドッグ

//<0682> ゼウス
<0682> ゼウス

//<0683> HinatamarkⅡ
<0683> HinatamarkⅡ

//<0684> 糞虫
<0684> 糞虫

//<0685> 量産型Hinata
<0685> 量産型Hinata

//<0686> ？？
<0686> ？？

//<0687> 「そういえば,俺たちは死んでいてこの世界では歳も取らないんだよな?」
<0687> 「Speaking of which, you told me that we don't age in this world right?」

//<0688> Otonashi
<0688> Otonashi

//<0689> クソ坊主
<0689> クソ坊主

//<0690> 代理人
<0690> 代理人

//<0691> 微妙すぎるイケメン
<0691> 微妙すぎるイケメン

//<0692> ロリコン
<0692> ロリコン

//<0693> メガネ仲間
<0693> メガネ仲間

//<0694> 暗算日本記録保持者
<0694> 暗算日本記録保持者

//<0695> 通り魔
<0695> 通り魔

//<0696> 記憶ナシ男
<0696> 記憶ナシ男

//<0697> 音速
<0697> 音速

//<0698> 無限
<0698> 無限

//<0699> エロ侍
<0699> エロ侍

//<0700> エロエロ団ナンバー１
<0700> エロエロ団ナンバー１

//<0701> ただのエロ少年
<0701> ただのエロ少年

//<0702> ユリブサイク
<0702> ユリブサイク

//<0703> ドピュッシー
<0703> ドピュッシー

//<0704> アメリカンエロドッグ
<0704> アメリカンエロドッグ

//<0705> ゼウス
<0705> ゼウス

//<0706> HinatamarkⅡ
<0706> HinatamarkⅡ

//<0707> 糞虫
<0707> 糞虫

//<0708> 量産型Hinata
<0708> 量産型Hinata

//<0709> ？？
<0709> ？？

//<0710> 「それって,ようは代謝をしないってことだろ?　訓練をして何が変わるって言うんだ」
<0710> 「That means that nothing changes, right? Then what good is there in training?」

//<0711> nothing
<0711> nothing

//<0712> nothing
<0712> nothing

//<0713> nothing
<0713> nothing

//<0714> nothing
<0714> nothing

//<0715> nothing
<0715> nothing

//<0716> Hinata
<0716> Hinata

//<0717> 男B
<0717> 男B

//<0718> エロエロ団総帥
<0718> エロエロ団総帥

//<0719> イケチン
<0719> イケチン

//<0720> ホモ太
<0720> ホモ太

//<0721> ひなチン
<0721> ひなチン

//<0722> 秀樹
<0722> 秀樹

//<0723> 男子生徒
<0723> 男子生徒

//<0724> ？？
<0724> ？？

//<0725> 「お前,頭いいのか?」
<0725> 「Is your head alright?」

//<0726> Otonashi
<0726> Otonashi

//<0727> クソ坊主
<0727> クソ坊主

//<0728> 代理人
<0728> 代理人

//<0729> 微妙すぎるイケメン
<0729> 微妙すぎるイケメン

//<0730> ロリコン
<0730> ロリコン

//<0731> メガネ仲間
<0731> メガネ仲間

//<0732> 暗算日本記録保持者
<0732> 暗算日本記録保持者

//<0733> 通り魔
<0733> 通り魔

//<0734> 記憶ナシ男
<0734> 記憶ナシ男

//<0735> 音速
<0735> 音速

//<0736> 無限
<0736> 無限

//<0737> エロ侍
<0737> エロ侍

//<0738> エロエロ団ナンバー１
<0738> エロエロ団ナンバー１

//<0739> ただのエロ少年
<0739> ただのエロ少年

//<0740> ユリブサイク
<0740> ユリブサイク

//<0741> ドピュッシー
<0741> ドピュッシー

//<0742> アメリカンエロドッグ
<0742> アメリカンエロドッグ

//<0743> ゼウス
<0743> ゼウス

//<0744> HinatamarkⅡ
<0744> HinatamarkⅡ

//<0745> 糞虫
<0745> 糞虫

//<0746> 量産型Hinata
<0746> 量産型Hinata

//<0747> ？？
<0747> ？？

//<0748> 「いや,ふつーだと思うけど…」
<0748> 「No, I think it's perfectly fine…」

//<0749> nothing
<0749> nothing

//<0750> nothing
<0750> nothing

//<0751> nothing
<0751> nothing

//<0752> nothing
<0752> nothing

//<0753> nothing
<0753> nothing

//<0754> Hinata
<0754> Hinata

//<0755> 男B
<0755> 男B

//<0756> エロエロ団総帥
<0756> エロエロ団総帥

//<0757> イケチン
<0757> イケチン

//<0758> ホモ太
<0758> ホモ太

//<0759> ひなチン
<0759> ひなチン

//<0760> 秀樹
<0760> 秀樹

//<0761> 男子生徒
<0761> 男子生徒

//<0762> ？？
<0762> ？？
{14a08} 33 // 0762

//<0763> 「そんなことを疑問に思った奴は戦線にはいねぇよ.しかし,そうだなあ…」
<0763> 「There wasn't a single person who had that question. But, let's see…」

//<0764> nothing
<0764> nothing

//<0765> nothing
<0765> nothing

//<0766> nothing
<0766> nothing

//<0767> nothing
<0767> nothing

//<0768> nothing
<0768> nothing

//<0769> nothing
<0769> nothing

//<0770> nothing
<0770> nothing

//<0771> nothing
<0771> nothing

//<0772> nothing
<0772> nothing

//<0773> nothing
<0773> nothing

//<0774> Hinata
<0774> Hinata

//<0775> 男B
<0775> 男B

//<0776> エロエロ団総帥
<0776> エロエロ団総帥

//<0777> イケチン
<0777> イケチン

//<0778> ホモ太
<0778> ホモ太

//<0779> ひなチン
<0779> ひなチン

//<0780> 秀樹
<0780> 秀樹

//<0781> 男子生徒
<0781> 男子生徒

//<0782> ？？
<0782> ？？

//<0783> 「俺のこの世界で過ごしてきた経験則では,自身にとってプラスになることは都合良く生きていた時のようになる」
<0783> 「From my experience in this world, things that become a plus to you acts just like in the real world.」

//<0784> nothing
<0784> nothing

//<0785> nothing
<0785> nothing

//<0786> nothing
<0786> nothing

//<0787> nothing
<0787> nothing

//<0788> nothing
<0788> nothing

//<0789> Hinata
<0789> Hinata

//<0790> 男B
<0790> 男B

//<0791> エロエロ団総帥
<0791> エロエロ団総帥

//<0792> イケチン
<0792> イケチン

//<0793> ホモ太
<0793> ホモ太

//<0794> ひなチン
<0794> ひなチン

//<0795> 秀樹
<0795> 秀樹

//<0796> 男子生徒
<0796> 男子生徒

//<0797> ？？
<0797> ？？

//<0798> 「勉強すれば賢くもなれるし,筋トレをすれば体力がつくわけだ」
<0798> 「If you study, you become smarter, and if you train, then you become stronger.」

//<0799> まったく,よく出来た世界だ.
<0799> Seriously, this world is perfect.

//<0800> nothing
<0800> nothing

//<0801> nothing
<0801> nothing

//<0802> nothing
<0802> nothing

//<0803> nothing
<0803> nothing

//<0804> nothing
<0804> nothing

//<0805> Hinata
<0805> Hinata

//<0806> 男B
<0806> 男B

//<0807> エロエロ団総帥
<0807> エロエロ団総帥

//<0808> イケチン
<0808> イケチン

//<0809> ホモ太
<0809> ホモ太

//<0810> ひなチン
<0810> ひなチン

//<0811> 秀樹
<0811> 秀樹

//<0812> 男子生徒
<0812> 男子生徒

//<0813> ？？
<0813> ？？

//<0814> 「ま,真面目に授業受け続けたら,Tenshiの思惑通り消えちまうんだけどな」
<0814> 「Well, if you attend classes continuously, you'll disappear, which is exactly what Tenshi wants.」

//<0815> Otonashi
<0815> Otonashi

//<0816> クソ坊主
<0816> クソ坊主

//<0817> 代理人
<0817> 代理人

//<0818> 微妙すぎるイケメン
<0818> 微妙すぎるイケメン

//<0819> ロリコン
<0819> ロリコン

//<0820> メガネ仲間
<0820> メガネ仲間

//<0821> 暗算日本記録保持者
<0821> 暗算日本記録保持者

//<0822> 通り魔
<0822> 通り魔

//<0823> 記憶ナシ男
<0823> 記憶ナシ男

//<0824> 音速
<0824> 音速

//<0825> 無限
<0825> 無限

//<0826> エロ侍
<0826> エロ侍

//<0827> エロエロ団ナンバー１
<0827> エロエロ団ナンバー１

//<0828> ただのエロ少年
<0828> ただのエロ少年

//<0829> ユリブサイク
<0829> ユリブサイク

//<0830> ドピュッシー
<0830> ドピュッシー

//<0831> アメリカンエロドッグ
<0831> アメリカンエロドッグ

//<0832> ゼウス
<0832> ゼウス

//<0833> HinatamarkⅡ
<0833> HinatamarkⅡ

//<0834> 糞虫
<0834> 糞虫

//<0835> 量産型Hinata
<0835> 量産型Hinata

//<0836> ？？
<0836> ？？

//<0837> 「マイナスには?　例えば,一週間何も食わなかったら」
<0837> 「How about the minuses? For example, what happens if I don't eat or drink for a week?」

//<0838> nothing
<0838> nothing

//<0839> nothing
<0839> nothing

//<0840> nothing
<0840> nothing

//<0841> nothing
<0841> nothing

//<0842> nothing
<0842> nothing

//<0843> Hinata
<0843> Hinata

//<0844> 男B
<0844> 男B

//<0845> エロエロ団総帥
<0845> エロエロ団総帥

//<0846> イケチン
<0846> イケチン

//<0847> ホモ太
<0847> ホモ太

//<0848> ひなチン
<0848> ひなチン

//<0849> 秀樹
<0849> 秀樹

//<0850> 男子生徒
<0850> 男子生徒

//<0851> ？？
<0851> ？？

//<0852> 「死にそうな苦しみは味わうが,死なない.それだけだ」
<0852> 「You'll be on the border of dying, but you won't die. You'll still feel the pain of death.」

//<0853> Otonashi
<0853> Otonashi

//<0854> クソ坊主
<0854> クソ坊主

//<0855> 代理人
<0855> 代理人

//<0856> 微妙すぎるイケメン
<0856> 微妙すぎるイケメン

//<0857> ロリコン
<0857> ロリコン

//<0858> メガネ仲間
<0858> メガネ仲間

//<0859> 暗算日本記録保持者
<0859> 暗算日本記録保持者

//<0860> 通り魔
<0860> 通り魔

//<0861> 記憶ナシ男
<0861> 記憶ナシ男

//<0862> 音速
<0862> 音速

//<0863> 無限
<0863> 無限

//<0864> エロ侍
<0864> エロ侍
