// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> _sys_macro_day
<0000> _sys_macro_day
<0546> Horny Boy

//<0547> ユリブサイク
<0547> ユリブサイク

//<0548> ドピュッシー
<0548> ドピュッシー

//<0549> アメリカンエロドッグ
<0549> アメリカンエロドッグ

//<0550> ゼウス
<0550> ゼウス

//<0551> HinatamarkⅡ
<0551> HinatamarkⅡ

//<0552> 糞虫
<0552> 糞虫

//<0553> 量産型Hinata
<0553> 量産型Hinata

//<0554> ？？
<0554> ？？

//<0555> 「そっか…自分で食い切るしかないか…」
<0555> 「I guess I have no choice… I'll finish it myself…」

//<0556> nothing
<0556> nothing

//<0557> nothing
<0557> nothing

//<0558> nothing
<0558> nothing

//<0559> nothing
<0559> nothing

//<0560> nothing
<0560> nothing

//<0561> Hinata
<0561> Hinata

//<0562> 男Ｂ
<0562> 男Ｂ

//<0563> Super Horny Squad Leader
<0563> Super Horny Squad Leader

//<0564> イケチン
<0564> イケチン

//<0565> ホモ太
<0565> ホモ太

//<0566> ひなチン
<0566> ひなチン

//<0567> 秀樹
<0567> 秀樹

//<0568> 男子生徒
<0568> 男子生徒

//<0569> ？？
<0569> ？？

//<0570> 「え?　食い切れねーなら,残したらいいじゃん」
<0570> 「Huh? You can leave it if you can't finish it.」

//<0571> Otonashi
<0571> Otonashi

//<0572> クソ坊主
<0572> クソ坊主

//<0573> 代理人
<0573> 代理人

//<0574> 微妙すぎるイケメン
<0574> 微妙すぎるイケメン

//<0575> ロリコン
<0575> ロリコン

//<0576> メガネ仲間
<0576> メガネ仲間

//<0577> 暗算日本記録保持者
<0577> 暗算日本記録保持者

//<0578> 通り魔
<0578> 通り魔

//<0579> 記憶ナシ男
<0579> 記憶ナシ男

//<0580> 音速
<0580> 音速

//<0581> 無限
<0581> 無限

//<0582> Horny Samurai
<0582> Horny Samurai

//<0583> Super Horny Squad Member 1
<0583> Super Horny Squad Member 1

//<0584> Horny Boy
<0584> Horny Boy

//<0585> ユリブサイク
<0585> ユリブサイク

//<0586> ドピュッシー
<0586> ドピュッシー

//<0587> アメリカンエロドッグ
<0587> アメリカンエロドッグ

//<0588> ゼウス
<0588> ゼウス

//<0589> HinatamarkⅡ
<0589> HinatamarkⅡ

//<0590> 糞虫
<0590> 糞虫

//<0591> 量産型Hinata
<0591> 量産型Hinata

//<0592> ？？
<0592> ？？

//<0593> 「いや,そんな女子的な思考は俺にはないっ!　男なら完食すべきだ!」
<0593> 「No! I don't have that kind of feminine thoughts! A man has to finish his meal, no matter what!」

//<0594> nothing
<0594> nothing

//<0595> nothing
<0595> nothing

//<0596> nothing
<0596> nothing

//<0597> nothing
<0597> nothing

//<0598> nothing
<0598> nothing

//<0599> Hinata
<0599> Hinata

//<0600> 男Ｂ
<0600> 男Ｂ

//<0601> Super Horny Squad Leader
<0601> Super Horny Squad Leader

//<0602> イケチン
<0602> イケチン

//<0603> ホモ太
<0603> ホモ太

//<0604> ひなチン
<0604> ひなチン

//<0605> 秀樹
<0605> 秀樹

//<0606> 男子生徒
<0606> 男子生徒

//<0607> ？？
<0607> ？？

//<0608> 「よくわからないけど,それなら,まあ,頑張れよ…」
<0608> 「I don't understand what you're saying, but, do your best…」

//<0609> Otonashi
<0609> Otonashi

//<0610> クソ坊主
<0610> クソ坊主

//<0611> 代理人
<0611> 代理人

//<0612> 微妙すぎるイケメン
<0612> 微妙すぎるイケメン

//<0613> ロリコン
<0613> ロリコン

//<0614> メガネ仲間
<0614> メガネ仲間

//<0615> 暗算日本記録保持者
<0615> 暗算日本記録保持者

//<0616> 通り魔
<0616> 通り魔

//<0617> 記憶ナシ男
<0617> 記憶ナシ男

//<0618> 音速
<0618> 音速

//<0619> 無限
<0619> 無限

//<0620> Horny Samurai
<0620> Horny Samurai

//<0621> Super Horny Squad Member 1
<0621> Super Horny Squad Member 1

//<0622> Horny Boy
<0622> Horny Boy

//<0623> ユリブサイク
<0623> ユリブサイク

//<0624> ドピュッシー
<0624> ドピュッシー

//<0625> アメリカンエロドッグ
<0625> アメリカンエロドッグ

//<0626> ゼウス
<0626> ゼウス

//<0627> HinatamarkⅡ
<0627> HinatamarkⅡ

//<0628> 糞虫
<0628> 糞虫

//<0629> 量産型Hinata
<0629> 量産型Hinata

//<0630> ？？
<0630> ？？

//<0631> 「ああっ」
<0631> 「Yeah, I will.」

//<0632> nothing
<0632> nothing

//<0633> nothing
<0633> nothing

//<0634> nothing
<0634> nothing

//<0635> nothing
<0635> nothing

//<0636> nothing
<0636> nothing

//<0637> nothing
<0637> nothing

//<0638> 時間をかけなんとか完食した。
<0638> I finally managed to finish it.

//<0639> Otonashi
<0639> Otonashi

//<0640> クソ坊主
<0640> クソ坊主

//<0641> 代理人
<0641> 代理人

//<0642> 微妙すぎるイケメン
<0642> 微妙すぎるイケメン

//<0643> ロリコン
<0643> ロリコン

//<0644> メガネ仲間
<0644> メガネ仲間

//<0645> 暗算日本記録保持者
<0645> 暗算日本記録保持者

//<0646> 通り魔
<0646> 通り魔

//<0647> 記憶ナシ男
<0647> 記憶ナシ男

//<0648> 音速
<0648> 音速

//<0649> 無限
<0649> 無限

//<0650> Horny Samurai
<0650> Horny Samurai

//<0651> Super Horny Squad Member 1
<0651> Super Horny Squad Member 1

//<0652> Horny Boy
<0652> Horny Boy

//<0653> ユリブサイク
<0653> ユリブサイク

//<0654> ドピュッシー
<0654> ドピュッシー

//<0655> アメリカンエロドッグ
<0655> アメリカンエロドッグ

//<0656> ゼウス
<0656> ゼウス

//<0657> HinatamarkⅡ
<0657> HinatamarkⅡ

//<0658> 糞虫
<0658> 糞虫

//<0659> 量産型Hinata
<0659> 量産型Hinata

//<0660> ？？
<0660> ？？

//<0661> 「ふぅー…食い切ったぜ…どうだ?」
<0661> 「Phew… I finished it… How did I do?」

//<0662> nothing
<0662> nothing

//<0663> nothing
<0663> nothing

//<0664> nothing
<0664> nothing

//<0665> nothing
<0665> nothing

//<0666> nothing
<0666> nothing

//<0667> Hinata
<0667> Hinata

//<0668> 男Ｂ
<0668> 男Ｂ

//<0669> Super Horny Squad Leader
<0669> Super Horny Squad Leader

//<0670> イケチン
<0670> イケチン

//<0671> ホモ太
<0671> ホモ太

//<0672> ひなチン
<0672> ひなチン

//<0673> 秀樹
<0673> 秀樹

//<0674> 男子生徒
<0674> 男子生徒

//<0675> ？？
<0675> ？？

//<0676> 「そんなどや顔されても,何も言い返せないんだが…」
<0676> 「Even if you put on that triumphant face, I have no idea how to respond to you…」

//<0677> Otonashi
<0677> Otonashi

//<0678> クソ坊主
<0678> クソ坊主

//<0679> 代理人
<0679> 代理人

//<0680> 微妙すぎるイケメン
<0680> 微妙すぎるイケメン

//<0681> ロリコン
<0681> ロリコン

//<0682> メガネ仲間
<0682> メガネ仲間

//<0683> 暗算日本記録保持者
<0683> 暗算日本記録保持者

//<0684> 通り魔
<0684> 通り魔

//<0685> 記憶ナシ男
<0685> 記憶ナシ男

//<0686> 音速
<0686> 音速

//<0687> 無限
<0687> 無限

//<0688> Horny Samurai
<0688> Horny Samurai

//<0689> Super Horny Squad Member 1
<0689> Super Horny Squad Member 1

//<0690> Horny Boy
<0690> Horny Boy

//<0691> ユリブサイク
<0691> ユリブサイク

//<0692> ドピュッシー
<0692> ドピュッシー

//<0693> アメリカンエロドッグ
<0693> アメリカンエロドッグ

//<0694> ゼウス
<0694> ゼウス

//<0695> HinatamarkⅡ
<0695> HinatamarkⅡ

//<0696> 糞虫
<0696> 糞虫

//<0697> 量産型Hinata
<0697> 量産型Hinata

//<0698> ？？
<0698> ？？

//<0699> 「そうか…」
<0699> 「OK then…」

//<0700> nothing
<0700> nothing

//<0701> nothing
<0701> nothing

//<0702> nothing
<0702> nothing

//<0703> nothing
<0703> nothing

//<0704> nothing
<0704> nothing

//<0705> Hinata
<0705> Hinata

//<0706> 男Ｂ
<0706> 男Ｂ

//<0707> Super Horny Squad Leader
<0707> Super Horny Squad Leader

//<0708> イケチン
<0708> イケチン

//<0709> ホモ太
<0709> ホモ太

//<0710> ひなチン
<0710> ひなチン

//<0711> 秀樹
<0711> 秀樹

//<0712> 男子生徒
<0712> 男子生徒

//<0713> ？？
<0713> ？？

//<0714> 「なんで気落ちしてんだよっ!」
<0714> 「Why are you down all of a sudden!?」

//<0715> Otonashi
<0715> Otonashi

//<0716> クソ坊主
<0716> クソ坊主

//<0717> 代理人
<0717> 代理人

//<0718> 微妙すぎるイケメン
<0718> 微妙すぎるイケメン

//<0719> ロリコン
<0719> ロリコン

//<0720> メガネ仲間
<0720> メガネ仲間

//<0721> 暗算日本記録保持者
<0721> 暗算日本記録保持者

//<0722> 通り魔
<0722> 通り魔

//<0723> 記憶ナシ男
<0723> 記憶ナシ男

//<0724> 音速
<0724> 音速

//<0725> 無限
<0725> 無限

//<0726> Horny Samurai
<0726> Horny Samurai

//<0727> Super Horny Squad Member 1
<0727> Super Horny Squad Member 1

//<0728> Horny Boy
<0728> Horny Boy

//<0729> ユリブサイク
<0729> ユリブサイク

//<0730> ドピュッシー
<0730> ドピュッシー

//<0731> アメリカンエロドッグ
<0731> アメリカンエロドッグ

//<0732> ゼウス
<0732> ゼウス

//<0733> HinatamarkⅡ
<0733> HinatamarkⅡ

//<0734> 糞虫
<0734> 糞虫

//<0735> 量産型Hinata
<0735> 量産型Hinata

//<0736> ？？
<0736> ？？

//<0737> 「いや,別に…」
<0737> 「No, it's nothing…」

//<0738> nothing
<0738> nothing

//<0739> nothing
<0739> nothing

//<0740> nothing
<0740> nothing

//<0741> nothing
<0741> nothing

//<0742> nothing
<0742> nothing

//<0743> Hinata
<0743> Hinata

//<0744> 男Ｂ
<0744> 男Ｂ

//<0745> Super Horny Squad Leader
<0745> Super Horny Squad Leader

//<0746> イケチン
<0746> イケチン

//<0747> ホモ太
<0747> ホモ太

//<0748> ひなチン
<0748> ひなチン

//<0749> 秀樹
<0749> 秀樹

//<0750> 男子生徒
<0750> 男子生徒

//<0751> ？？
<0751> ？？

//<0752> 「明らかに暗いぜ!　それだけ限界だったってことか…」
<0752> 「Your face is so dark! Are you trying to say that you were at your limit…?」

//<0753> Otonashi
<0753> Otonashi

//<0754> クソ坊主
<0754> クソ坊主

//<0755> 代理人
<0755> 代理人

//<0756> 微妙すぎるイケメン
<0756> 微妙すぎるイケメン

//<0757> ロリコン
<0757> ロリコン

//<0758> メガネ仲間
<0758> メガネ仲間

//<0759> 暗算日本記録保持者
<0759> 暗算日本記録保持者

//<0760> 通り魔
<0760> 通り魔

//<0761> 記憶ナシ男
<0761> 記憶ナシ男

//<0762> 音速
<0762> 音速

//<0763> 無限
<0763> 無限

//<0764> Horny Samurai
<0764> Horny Samurai

//<0765> Super Horny Squad Member 1
<0765> Super Horny Squad Member 1

//<0766> Horny Boy
<0766> Horny Boy

//<0767> ユリブサイク
<0767> ユリブサイク

//<0768> ドピュッシー
<0768> ドピュッシー

//<0769> アメリカンエロドッグ
<0769> アメリカンエロドッグ

//<0770> ゼウス
<0770> ゼウス

//<0771> HinatamarkⅡ
<0771> HinatamarkⅡ

//<0772> 糞虫
<0772> 糞虫

//<0773> 量産型Hinata
<0773> 量産型Hinata

//<0774> ？？
<0774> ？？

//<0775> 「ああ…」
<0775> 「Yeah…」

//<0776> nothing
<0776> nothing

//<0777> nothing
<0777> nothing

//<0778> nothing
<0778> nothing

//<0779> nothing
<0779> nothing

//<0780> nothing
<0780> nothing

//<0781> nothing
<0781> nothing

//<0782> nothing
<0782> nothing

//<0783> nothing
<0783> nothing

//<0784> nothing
<0784> nothing

//<0785> nothing
<0785> nothing

//<0786> nothing
<0786> nothing

//<0787> nothing
<0787> nothing

//<0788> Otonashi
<0788> Otonashi

//<0789> クソ坊主
<0789> クソ坊主

//<0790> 代理人
<0790> 代理人

//<0791> 微妙すぎるイケメン
<0791> 微妙すぎるイケメン

//<0792> ロリコン
<0792> ロリコン

//<0793> メガネ仲間
<0793> メガネ仲間

//<0794> 暗算日本記録保持者
<0794> 暗算日本記録保持者

//<0795> 通り魔
<0795> 通り魔

//<0796> 記憶ナシ男
<0796> 記憶ナシ男

//<0797> 音速
<0797> 音速

//<0798> 無限
<0798> 無限

//<0799> Horny Samurai
<0799> Horny Samurai

//<0800> Super Horny Squad Member 1
<0800> Super Horny Squad Member 1

//<0801> Horny Boy
<0801> Horny Boy

//<0802> ユリブサイク
<0802> ユリブサイク

//<0803> ドピュッシー
<0803> ドピュッシー

//<0804> アメリカンエロドッグ
<0804> アメリカンエロドッグ

//<0805> ゼウス
<0805> ゼウス

//<0806> HinatamarkⅡ
<0806> HinatamarkⅡ

//<0807> 糞虫
<0807> 糞虫

//<0808> 量産型Hinata
<0808> 量産型Hinata

//<0809> ？？
<0809> ？？

//<0810> (そうか…その手があったか!)
<0810> (Oh right… I still had that hand left!)

//<0811> でも,記憶にはないが,せっかく調理してくれた料理を食べ残すことに抵抗を覚える。
<0811> But for some reason, I felt reluctant about leaving food that somebody made for me.

//<0812> 出来るだけ残さないよう,食べ進める…
<0812> Let's try my best to finish it…

//<0813> Otonashi
<0813> Otonashi

//<0814> クソ坊主
<0814> クソ坊主

//<0815> 代理人
<0815> 代理人

//<0816> 微妙すぎるイケメン
<0816> 微妙すぎるイケメン

//<0817> ロリコン
<0817> ロリコン

//<0818> メガネ仲間
<0818> メガネ仲間

//<0819> 暗算日本記録保持者
<0819> 暗算日本記録保持者

//<0820> 通り魔
<0820> 通り魔

//<0821> 記憶ナシ男
<0821> 記憶ナシ男

//<0822> 音速
<0822> 音速

//<0823> 無限
<0823> 無限

//<0824> Horny Samurai
<0824> Horny Samurai

//<0825> Super Horny Squad Member 1
<0825> Super Horny Squad Member 1

//<0826> Horny Boy
<0826> Horny Boy

//<0827> ユリブサイク
<0827> ユリブサイク

//<0828> ドピュッシー
<0828> ドピュッシー

//<0829> アメリカンエロドッグ
<0829> アメリカンエロドッグ

//<0830> ゼウス
<0830> ゼウス

//<0831> HinatamarkⅡ
<0831> HinatamarkⅡ

//<0832> 糞虫
<0832> 糞虫

//<0833> 量産型Hinata
<0833> 量産型Hinata

//<0834> ？？
<0834> ？？

//<0835> 「く…重い…」
<0835> 「Ugh… It's so heavy…」

//<0836> Hinataはどれだけでも待ってくれている。
<0836> Hinata continued to wait for me.

//<0837> ようやく最後のピースを飲み込み,食べ終わる。
<0837> I finally swallowed the final piece, and finished eating the pizza.

//<0838> Otonashi
<0838> Otonashi

//<0839> クソ坊主
<0839> クソ坊主

//<0840> 代理人
<0840> 代理人

//<0841> 微妙すぎるイケメン
<0841> 微妙すぎるイケメン

//<0842> ロリコン
<0842> ロリコン

//<0843> メガネ仲間
<0843> メガネ仲間

//<0844> 暗算日本記録保持者
<0844> 暗算日本記録保持者

//<0845> 通り魔
<0845> 通り魔

//<0846> 記憶ナシ男
<0846> 記憶ナシ男

//<0847> 音速
<0847> 音速

//<0848> 無限
<0848> 無限

//<0849> Horny Samurai
<0849> Horny Samurai

//<0850> Super Horny Squad Member 1
<0850> Super Horny Squad Member 1

//<0851> Horny Boy
<0851> Horny Boy

//<0852> ユリブサイク
<0852> ユリブサイク

//<0853> ドピュッシー
<0853> ドピュッシー

//<0854> アメリカンエロドッグ
<0854> アメリカンエロドッグ

//<0855> ゼウス
<0855> ゼウス

//<0856> HinatamarkⅡ
<0856> HinatamarkⅡ

//<0857> 糞虫
<0857> 糞虫

//<0858> 量産型Hinata
<0858> 量産型Hinata

//<0859> ？？
<0859> ？？

//<0860> 「ごちそうさまでした…」
<0860> 「Thanks for the meal…」

//<0861> やるしかない…
<0861> I have no choice…

//<0862> 残り７枚を重ねて,押しつぶす。
<0862> I stacked up the remaining seven pieces.

//<0863> nothing
<0863> nothing

//<0864> nothing
<0864> nothing

//<0865> nothing
<0865> nothing

//<0866> nothing
<0866> nothing

//<0867> nothing
<0867> nothing

//<0868> Hinata
<0868> Hinata

//<0869> 男Ｂ
<0869> 男Ｂ

//<0870> Super Horny Squad Leader
<0870> Super Horny Squad Leader

//<0871> イケチン
<0871> イケチン

//<0872> ホモ太
<0872> ホモ太

//<0873> ひなチン
<0873> ひなチン

//<0874> 秀樹
<0874> 秀樹

//<0875> 男子生徒
<0875> 男子生徒

//<0876> ？？
<0876> ？？

//<0877> 「…え?」
<0877> 「…Huh?」

//<0878> nothing
<0878> nothing

//<0879> nothing
<0879> nothing

//<0880> nothing
<0880> nothing

//<0881> nothing
<0881> nothing

//<0882> nothing
